hora pedido;mesa;accion;id;plato;precio;estado;hora cierre
2025-02-27 19:26:01;11;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;9;Ensalada César;10500;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;9;Ensalada César;10500;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;11;Limonada Natural;3500;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-27 19:59:01
2025-02-27 18:53:01;11;Agregar;11;Limonada Natural;3500;cerrada;2025-02-27 19:59:01
2025-02-27 18:28:01;22;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-27 19:39:01
2025-02-27 18:28:01;22;Agregar;9;Ensalada César;10500;cerrada;2025-02-27 19:39:01
2025-02-27 18:28:01;22;Agregar;9;Ensalada César;10500;cerrada;2025-02-27 19:39:01
2025-02-27 18:28:01;22;Agregar;11;Limonada Natural;3500;cerrada;2025-02-27 19:39:01
2025-02-27 18:28:01;22;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-27 19:39:01
2025-02-27 18:28:01;22;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-27 19:39:01
2025-02-27 18:28:01;22;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-27 19:39:01
2025-02-27 17:58:01;2;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;9;Ensalada César;10500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-27 19:01:01
2025-02-27 17:58:01;2;Agregar;19;Flan Casero;4000;cerrada;2025-02-27 19:01:01
2025-02-27 17:24:01;24;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;9;Ensalada César;10500;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;11;Limonada Natural;3500;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;11;Limonada Natural;3500;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-27 18:31:01
2025-02-27 17:24:01;24;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-27 18:31:01
2025-02-27 16:57:01;25;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;9;Ensalada César;10500;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;11;Limonada Natural;3500;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-27 18:04:01
2025-02-27 16:57:01;25;Agregar;19;Flan Casero;4000;cerrada;2025-02-27 18:04:01
2025-02-27 16:36:01;14;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-27 17:35:01
2025-02-27 16:36:01;14;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-27 17:35:01
2025-02-27 16:36:01;14;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-27 17:35:01
2025-02-27 16:36:01;14;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-27 17:35:01
2025-02-27 16:36:01;14;Agregar;11;Limonada Natural;3500;cerrada;2025-02-27 17:35:01
2025-02-27 16:36:01;14;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-27 17:35:01
2025-02-27 16:36:01;14;Quitar;2;Bruschetta Tradicional;-6000;cerrada;2025-02-27 17:35:01
2025-02-26 22:39:01;12;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;19;Flan Casero;4000;cerrada;2025-02-26 23:44:01
2025-02-26 22:39:01;12;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 23:44:01
2025-02-26 22:14:01;27;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 23:07:01
2025-02-26 22:14:01;27;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 23:07:01
2025-02-26 22:14:01;27;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 23:07:01
2025-02-26 22:14:01;27;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 23:07:01
2025-02-26 22:14:01;27;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 23:07:01
2025-02-26 22:14:01;27;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 23:07:01
2025-02-26 22:14:01;27;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 23:07:01
2025-02-26 22:14:01;27;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-26 23:07:01
2025-02-26 21:52:01;30;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Agregar;20;Helado Artesanal;4500;cerrada;2025-02-26 22:48:01
2025-02-26 21:52:01;30;Quitar;16;Tiramisú Clásico;-4500;cerrada;2025-02-26 22:48:01
2025-02-26 21:50:01;6;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;20;Helado Artesanal;4500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-26 22:49:01
2025-02-26 21:50:01;6;Agregar;19;Flan Casero;4000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 22:49:01
2025-02-26 21:26:01;6;Quitar;14;Infusión de Hierbas;-2500;cerrada;2025-02-26 22:49:01
2025-02-26 20:53:01;16;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 22:19:01
2025-02-26 20:53:01;16;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-26 22:19:01
2025-02-26 20:32:01;29;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 21:14:01
2025-02-26 20:32:01;29;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 21:14:01
2025-02-26 19:58:01;10;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;20;Helado Artesanal;4500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;19;Flan Casero;4000;cerrada;2025-02-26 20:50:01
2025-02-26 19:58:01;10;Agregar;16;Tiramisú Clásico;4500;cerrada;2025-02-26 20:50:01
2025-02-26 19:38:01;7;Agregar;4;Guacamole con Totopos;6000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;19;Flan Casero;4000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Agregar;19;Flan Casero;4000;cerrada;2025-02-26 20:30:01
2025-02-26 19:38:01;7;Quitar;17;Brownie de Chocolate;-5000;cerrada;2025-02-26 20:30:01
2025-02-26 19:13:01;27;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 20:15:01
2025-02-26 19:13:01;27;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 20:15:01
2025-02-26 19:13:01;27;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 20:15:01
2025-02-26 18:52:01;7;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;7;Pasta Alfredo;10000;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;19;Flan Casero;4000;cerrada;2025-02-26 20:12:01
2025-02-26 18:52:01;7;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 20:12:01
2025-02-26 18:34:01;12;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;20;Helado Artesanal;4500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 19:40:01
2025-02-26 18:34:01;12;Quitar;15;Cerveza Artesanal;-5000;cerrada;2025-02-26 19:40:01
2025-02-26 18:43:01;23;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;5;Sopa de Tomate Asado;6500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 19:07:01
2025-02-26 18:43:01;23;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;12;Mojito Clásico;4500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;13;Batido de Frutas;3000;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;15;Cerveza Artesanal;5000;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;11;Limonada Natural;3500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;18;Cheesecake de Frutas;5500;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;19;Flan Casero;4000;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Agregar;17;Brownie de Chocolate;5000;cerrada;2025-02-26 19:07:01
2025-02-26 18:14:01;23;Quitar;18;Cheesecake de Frutas;-5500;cerrada;2025-02-26 19:07:01
2025-02-26 17:44:01;23;Agregar;2;Bruschetta Tradicional;6000;cerrada;2025-02-26 18:19:01
2025-02-26 17:44:01;23;Agregar;9;Ensalada César;10500;cerrada;2025-02-26 18:19:01
2025-02-26 17:44:01;23;Agregar;14;Infusión de Hierbas;2500;cerrada;2025-02-26 18:19:01
2025-02-26 17:25:01;22;Agregar;3;Rollitos de Primavera;5500;cerrada;2025-02-26 18:20:01
2025-02-26 17:25:01;22;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 18:20:01
2025-02-26 17:25:01;22;Agregar;1;Tacos de Pescado;7500;cerrada;2025-02-26 18:20:01
2025-02-26 17:25:01;22;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 18:20:01
2025-02-26 17:25:01;22;Agregar;10;Pizza Margarita;10000;cerrada;2025-02-26 18:20:01
2025-02-26 17:25:01;22;Agregar;8;Salmón Teriyaki;11500;cerrada;2025-02-26 18:20:01
2025-02-26 17:25:01;22;Agregar;6;Filete de Res al Grill;12000;cerrada;2025-02-26 18:20:01
